transcript	gene	length	cds_start	cds_stop	orf_start	orf_stop	tx_count_for_gene
ENST00000368896	FAM24B	704	269	553	79	202	4
ENST00000368898	FAM24B	745	292	576	191	290	4
ENST00000448723	ADAM12	1145	311	1145	256	430	7
ENST00000368679	ADAM12	7938	311	3040	256	430	7
ENST00000368676	ADAM12	3313	311	2527	256	430	7
ENST00000298622	JAKMIP3	6626	139	2673	6	330	2
ENST00000625755	LRRC27	1738	151	1302	10	127	14
ENST00000344079	LRRC27	1809	152	1303	11	128	14
ENST00000397404	TSPAN4	1462	260	976	50	209	20
ENST00000417766	LSP1	887	222	887	148	238	18
ENST00000421485	LSP1	682	503	682	429	519	18
ENST00000451814	LSP1	417	224	417	150	240	18
ENST00000432093	LSP1	968	303	968	229	319	18
ENST00000405957	LSP1	1785	448	1281	374	464	18
ENST00000406638	LSP1	2640	1303	2136	1229	1319	18
ENST00000446808	LSP1	574	197	574	123	213	18
ENST00000331289	ASCL2	1852	621	1202	203	293	1
ENST00000485682	TSSC4	979	649	979	74	383	10
ENST00000380299	HBD	785	216	659	45	180	4
ENST00000288937	MRPL17	1969	106	633	23	263	4
ENST00000299506	TUB	2019	150	1670	50	200	3
ENST00000526057	ST5	600	460	600	15	135	61
ENST00000526155	ST5	887	515	887	289	409	61
ENST00000533471	ST5	556	335	556	109	229	61
ENST00000526057	ST5	600	460	600	236	326	61
ENST00000528527	ST5	940	402	940	178	268	61
ENST00000534662	SWAP70	1131	452	1131	75	180	7
ENST00000532420	MICAL2	516	253	516	200	377	31
ENST00000256194	MICAL2	3906	289	3663	236	413	31
ENST00000527546	MICAL2	3358	155	2959	102	279	31
ENST00000525119	MICAL2	566	165	566	112	289	31
ENST00000532179	MICAL2	589	295	589	242	419	31
ENST00000533389	MICAL2	593	289	593	236	413	31
ENST00000524685	MICAL2	573	212	573	159	336	31
ENST00000526065	MICAL2	546	282	546	229	406	31
ENST00000278222	SAA4	727	182	574	81	186	1
ENST00000396213	LDHAL6A	1716	265	1263	209	344	3
ENST00000615355	LDHAL6A	1042	265	966	209	344	3
ENST00000319338	IGSF22	3935	191	2902	26	170	5
ENST00000263160	SLC17A6	3949	438	2186	236	353	2
ENST00000525528	BDNF	4766	1095	1838	564	657	19
ENST00000439476	BDNF	4532	861	1604	564	657	19
ENST00000328224	KCNA4	4172	1235	3196	488	632	2
ENST00000639386	None	None	None	None	114	273	0
ENST00000639061	None	None	None	None	81	198	0
ENST00000638629	None	None	None	None	882	999	0
ENST00000639109	None	None	None	None	842	959	0
ENST00000639079	None	None	None	None	1091	1208	0
ENST00000638762	None	None	None	None	1094	1211	0
ENST00000640872	None	None	None	None	796	913	0
ENST00000638629	None	None	None	None	1784	1883	0
ENST00000639109	None	None	None	None	1702	1801	0
ENST00000054950	RCN1	2572	294	1289	73	331	11
ENST00000527775	WT1	578	186	578	142	295	9
ENST00000527661	TCP11L1	2468	246	2033	17	230	11
ENST00000334274	TCP11L1	2817	401	1930	172	385	11
ENST00000645634	None	None	None	None	237	444	0
ENST00000263776	ACCS	2362	435	1940	10	220	13
ENST00000533608	EXT2	3136	335	2491	109	259	11
ENST00000622142	PRDM11	10744	246	3779	154	250	6
ENST00000424263	PRDM11	1858	246	1679	154	250	6
ENST00000532048	CELF1	3044	895	2433	316	502	21
ENST00000532048	CELF1	3044	895	2433	26	128	21
ENST00000540172	FNBP4	582	154	582	51	189	16
ENST00000340573	UBE2L6	1573	608	871	76	178	5
ENST00000287169	ZDHHC5	4666	1363	3510	1328	1436	8
ENST00000335397	OR9Q1	2488	317	1249	131	233	2
ENST00000532982	DTX4	1708	167	1708	144	252	4
ENST00000524868	MS4A2	541	418	541	93	213	4
ENST00000301764	DDB1	4506	399	3821	239	359	25
ENST00000415491	LGALS12	1816	615	1442	541	646	5
ENST00000425950	LGALS12	1789	615	1415	541	646	5
ENST00000422031	OTUB1	2297	605	1423	372	492	12
ENST00000535715	OTUB1	1391	453	1313	220	340	12
ENST00000541478	OTUB1	1803	461	973	228	348	12
ENST00000246841	FLRT1	3949	1044	3068	564	741	1
ENST00000358794	STIP1	2743	554	2326	282	468	12
ENST00000392210	PPP1R14B	600	189	326	175	307	3
ENST00000538767	KCNK4	1389	253	1185	44	155	10
ENST00000435842	BATF2	1949	196	765	179	869	5
ENST00000534681	KAT5	583	447	583	331	451	17
ENST00000534650	KAT5	1875	545	1453	429	549	17
ENST00000534104	KAT5	576	529	576	413	533	17
ENST00000528935	PACS1	846	610	846	485	626	15
ENST00000471387	YIF1A	854	256	732	200	368	14
ENST00000376757	SSH3	2990	731	2272	362	530	11
ENST00000308946	MYEOV	2287	451	1392	149	329	12
ENST00000441339	MYEOV	1996	562	1503	166	346	12
ENST00000535407	MYEOV	2306	644	1411	146	326	12
ENST00000544683	CLPB	624	167	624	132	381	14
ENST00000393597	P2RY2	2107	335	1468	173	275	3
ENST00000311131	P2RY2	2660	468	1601	172	274	3
ENST00000393596	P2RY2	2174	400	1533	238	340	3
ENST00000311131	P2RY2	2660	468	1601	270	438	3
ENST00000618468	P2RY6	2431	351	1337	85	235	12
ENST00000544437	P2RY6	741	357	741	91	241	12
ENST00000526740	MAP6	1755	161	1615	153	465	4
ENST00000334736	EMSY	5508	144	4112	82	358	18
ENST00000524490	EMSY	4015	144	3818	82	358	18
ENST00000533988	EMSY	934	147	395	85	361	18
ENST00000281031	NDUFC2	2518	476	835	9	273	5
ENST00000528776	KCTD21	538	427	538	70	181	6
ENST00000530018	KCTD21	559	329	546	70	181	6
ENST00000530018	KCTD21	559	329	546	249	351	6
ENST00000527444	PRCP	845	296	845	225	321	19
ENST00000533126	PRCP	354	226	354	155	251	19
ENST00000528082	PRCP	491	193	491	122	218	19
ENST00000534396	PRCP	737	302	737	231	327	19
ENST00000531801	PRCP	936	236	936	165	261	19
ENST00000404783	DLG2	1831	313	1359	13	112	30
ENST00000358752	FUT4	6059	295	1887	179	275	1
ENST00000260276	C11ORF1	2885	338	790	67	193	5
ENST00000278601	C11ORF52	1141	97	468	57	237	4
ENST00000362072	DRD2	2789	346	1677	246	375	10
ENST00000299964	NNMT	1610	733	1527	56	380	8
ENST00000524841	FXYD6	571	138	410	88	250	17
ENST00000527717	FXYD6	1799	194	481	144	306	17
ENST00000620429	VPS11	2739	1206	2660	328	508	9
ENST00000284240	THY1	3556	1041	1526	806	932	10
ENST00000307257	C11ORF63	1964	380	1303	66	306	4
ENST00000227349	C11ORF63	3147	535	2871	221	461	4
ENST00000448775	CLMP	5072	342	1463	213	312	4
ENST00000532449	CHEK1	4051	898	2226	94	367	18
ENST00000438015	CHEK1	4153	898	2328	94	367	18
ENST00000425380	HYLS1	2061	782	1681	223	337	3
ENST00000602346	TP53AIP1	3124	683	1009	240	366	7
ENST00000524765	B3GAT1	5737	4546	5550	2005	2131	5
ENST00000530378	SOX6	1818	688	1167	236	389	18
ENST00000359674	SLC6A12	3165	330	2174	178	430	16
ENST00000618250	RHNO1	2070	290	1006	121	436	10
ENST00000538700	RHNO1	580	266	580	97	412	10
ENST00000450737	PARP11	539	400	539	231	351	8
ENST00000427057	PARP11	4406	371	1144	144	264	8
ENST00000228850	AKAP3	3339	548	3109	324	474	6
ENST00000545990	AKAP3	3318	526	3087	302	452	6
ENST00000382545	KCNA1	7976	1108	2595	452	599	3
ENST00000540506	C12ORF57	551	202	477	191	404	7
ENST00000328916	C1S	2972	525	2591	185	362	21
ENST00000360817	C1S	2635	277	2343	24	201	21
ENST00000617865	C1S	2844	418	2466	24	201	21
ENST00000402681	C1S	2522	648	2213	15	192	21
ENST00000540398	PEX5	641	336	641	138	240	20
ENST00000455147	PEX5	2689	581	2500	188	290	20
ENST00000229307	NANOG	5183	220	1137	62	167	4
ENST00000000412	M6PR	2756	470	1303	227	440	13
ENST00000536844	M6PR	2305	276	851	33	246	13
ENST00000544245	M6PR	660	586	660	7	220	13
ENST00000408006	KLRC1	1559	389	1036	221	341	7
ENST00000544822	KLRC1	1600	389	1090	221	341	7
ENST00000536188	KLRC1	1179	458	1144	290	410	7
ENST00000541561	STYK1	543	422	543	72	432	6
ENST00000535535	LMO3	1488	212	649	145	316	35
ENST00000541295	LMO3	3498	158	649	145	316	35
ENST00000266509	SLCO1C1	3365	369	2507	52	184	9
ENST00000333957	C2CD5	4436	257	3259	10	322	18
ENST00000261192	BCAT1	9674	528	1688	27	213	10
ENST00000556887	LRMP	759	736	759	365	494	21
ENST00000548766	LRMP	2193	549	2048	326	455	21
ENST00000554272	LRMP	846	456	644	85	214	21
ENST00000535423	TM7SF3	537	427	537	381	480	19
ENST00000543088	TM7SF3	601	402	601	356	455	19
ENST00000539741	TM7SF3	573	314	573	268	367	19
ENST00000545336	CCDC91	2738	420	1745	306	402	22
ENST00000256062	TMTC1	8805	475	2799	203	458	9
ENST00000536761	AMN1	1025	277	999	54	207	12
ENST00000537562	AMN1	1538	457	1179	43	196	12
ENST00000542781	AMN1	879	690	797	54	207	12
ENST00000457428	AMN1	571	277	571	54	207	12
ENST00000548696	PRICKLE1	3584	231	2726	106	262	9
ENST00000640055	None	None	None	None	123	279	0
ENST00000552521	TWF1	3012	392	1150	327	423	11
ENST00000546506	TWF1	582	538	582	473	569	11
ENST00000550342	ZNF641	556	326	556	217	475	10
ENST00000550767	TUBA1A	1384	134	1384	81	234	9
ENST00000552924	TUBA1A	628	293	628	240	393	9
ENST00000547825	LIMA1	3920	1271	2644	726	975	16
ENST00000548553	METTL7A	4076	982	1716	516	639	5
ENST00000541174	SLC11A2	2470	406	2091	15	111	26
ENST00000453097	SLC4A8	11824	218	3499	94	238	18
ENST00000536420	ACVR1B	539	327	539	316	427	7
ENST00000550839	AMHR2	887	371	887	102	336	7
ENST00000549572	TARBP2	1514	116	679	82	235	20
ENST00000394357	TARBP2	1402	101	1138	67	220	20
ENST00000549679	TARBP2	1466	115	381	81	234	20
ENST00000551741	TARBP2	992	129	407	95	248	20
ENST00000549748	ATP5G2	728	603	653	340	553	9
ENST00000515593	HOXC10	526	145	526	134	398	5
ENST00000257857	CD63	1070	280	996	113	302	16
ENST00000548747	PMEL	2757	664	2649	308	413	19
ENST00000537215	STAT6	2886	446	2659	71	200	24
ENST00000454075	STAT6	3037	287	2830	86	215	24
ENST00000300134	STAT6	4034	327	2870	145	274	24
ENST00000538913	STAT6	2879	294	2507	58	187	24
ENST00000554825	STAT6	644	336	644	86	215	24
ENST00000554764	STAT6	2777	247	363	65	194	24
ENST00000553275	STAT6	670	477	670	125	254	24
ENST00000538913	STAT6	2879	294	2507	62	356	24
ENST00000553837	SHMT2	2152	308	886	211	403	35
ENST00000449049	SHMT2	2121	332	1783	235	427	35
ENST00000623876	DDIT3	1151	None	None	178	400	6
ENST00000346473	DDIT3	906	181	690	149	371	6
ENST00000552285	OS9	2135	208	2046	138	321	23
ENST00000550169	FRS2	570	540	570	280	424	11
ENST00000548154	FRS2	597	477	597	217	361	11
ENST00000362025	RAB3IP	2055	448	1683	58	157	18
ENST00000378809	RAB3IP	2008	448	1557	58	157	18
ENST00000552199	RAB3IP	1905	440	1402	50	149	18
ENST00000550536	RAB3IP	9646	458	1888	68	167	18
ENST00000553099	RAB3IP	2674	239	1003	25	151	18
ENST00000548159	CNOT2	2549	956	2549	718	868	43
ENST00000544816	NAP1L1	1597	509	1135	246	399	27
ENST00000549325	PPFIA2	4727	274	3972	68	164	28
ENST00000550584	PPFIA2	5405	297	4040	91	187	28
ENST00000548586	PPFIA2	4033	257	4012	51	147	28
ENST00000552948	PPFIA2	3976	251	3961	45	141	28
ENST00000333447	PPFIA2	5517	340	3798	9	99	28
ENST00000407050	PPFIA2	3903	340	3810	9	99	28
ENST00000620241	MGAT4C	3194	1206	2642	675	780	11
ENST00000529983	GALNT4	5399	258	1994	146	452	1
ENST00000266718	LUM	3008	456	1472	116	212	3
ENST00000549992	NUDT4	3607	299	685	59	149	7
ENST00000547014	NUDT4	1419	271	660	31	121	7
ENST00000549833	UBE2N	960	394	663	287	422	6
ENST00000357310	APAF1	7055	578	4195	540	666	13
ENST00000547743	APAF1	651	207	599	169	295	13
ENST00000552268	APAF1	1143	45	1061	7	133	13
ENST00000551964	APAF1	5444	737	4483	699	825	13
ENST00000359972	APAF1	7029	578	4162	540	666	13
ENST00000333991	APAF1	4539	578	1594	540	666	13
ENST00000547010	ANKS1B	2595	301	2595	78	168	34
ENST00000547446	ANKS1B	1690	118	1302	17	197	34
ENST00000649582	None	None	None	None	204	315	0
ENST00000648861	None	None	None	None	146	257	0
ENST00000548884	NR1H4	2884	542	1960	119	239	9
ENST00000424946	SLC41A2	590	374	590	109	247	10
ENST00000547404	KIAA1033	719	257	445	192	351	14
ENST00000548195	KIAA1033	576	452	576	387	546	14
ENST00000549056	APPL2	493	309	493	126	219	16
ENST00000261402	NUAK1	6828	1381	3366	535	724	4
ENST00000240050	MTERF2	1790	367	1524	25	190	7
ENST00000392830	MTERF2	1763	340	1497	8	173	7
ENST00000342331	ASCL4	2260	832	1353	2	92	1
ENST00000312143	CMKLR1	5283	365	1486	141	327	6
ENST00000550402	CMKLR1	1893	602	1723	161	380	6
ENST00000552995	CMKLR1	1890	504	1619	133	352	6
ENST00000228284	SART3	4004	236	3127	87	423	16
ENST00000546611	SART3	1184	247	636	98	434	16
ENST00000409246	RAD9B	2794	326	1363	238	334	9
ENST00000409425	RAD9B	2727	257	1294	169	265	9
ENST00000358071	RAD9B	2843	217	480	129	225	9
ENST00000257604	TRAFD1	3178	618	2366	450	576	9
ENST00000550047	SLC8B1	2493	1198	1497	1154	1298	16
ENST00000548743	MED13L	568	289	568	54	159	10
ENST00000536979	TAOK3	777	408	689	374	467	19
ENST00000546262	RNF10	776	478	776	242	389	25
ENST00000402834	CAMKK2	2051	133	1899	113	263	16
ENST00000337174	CAMKK2	5304	579	2204	559	709	16
ENST00000347034	CAMKK2	5218	579	2216	559	709	16
ENST00000446440	CAMKK2	2587	579	2051	559	709	16
ENST00000324774	CAMKK2	5598	830	2596	810	960	16
ENST00000544485	CAMKK2	543	282	543	262	412	16
ENST00000392473	CAMKK2	2967	830	2431	810	960	16
ENST00000543477	CAMKK2	563	189	563	169	319	16
ENST00000412367	CAMKK2	2006	109	1734	89	239	16
ENST00000404169	CAMKK2	2116	176	1942	156	306	16
ENST00000538733	CAMKK2	5175	579	2075	559	709	16
ENST00000261819	ANAPC5	2513	123	2390	5	371	22
ENST00000443649	DIABLO	2250	819	1538	721	832	15
ENST00000413918	DIABLO	1859	641	1141	457	568	15
ENST00000539080	CLIP1	560	311	560	125	269	19
ENST00000546132	C12ORF65	573	284	573	184	454	8
ENST00000366329	C12ORF65	1901	473	973	373	643	8
ENST00000204726	GOLGA3	9252	560	5056	118	220	7
ENST00000456883	GOLGA3	5496	711	4883	269	371	7
ENST00000456883	GOLGA3	5496	711	4883	295	589	7
ENST00000204726	GOLGA3	9252	560	5056	144	438	7
ENST00000360187	ZNF605	9340	350	2275	75	195	6
ENST00000534834	ZNF26	4853	2666	4207	2516	2618	7
ENST00000543758	ZNF84	3501	614	2827	380	470	16
ENST00000536123	ZNF84	558	394	558	160	250	16
ENST00000545299	ZNF84	546	529	546	295	385	16
ENST00000241124	GJB6	1808	299	1084	84	198	5
ENST00000357816	AMER2	10055	477	2135	119	239	2
ENST00000515384	AMER2	3197	669	2684	118	238	2
ENST00000281620	ATP8A2	3891	393	2324	38	167	5
ENST00000380808	MTUS2	1793	217	1263	182	290	6
ENST00000399494	HMGB1	1282	185	832	90	183	8
ENST00000630972	HSPH1	3570	295	2877	33	129	9
ENST00000445273	HSPH1	4987	295	2643	33	129	9
ENST00000400445	NBEA	11119	535	9375	428	671	8
ENST00000310336	NBEA	10794	207	9050	100	343	8
ENST00000379939	NBEA	10738	162	8993	55	298	8
ENST00000629018	NBEA	10791	207	9047	100	343	8
ENST00000470258	NHLRC3	3298	663	1115	349	451	5
ENST00000400419	SMIM2	822	190	447	179	311	2
ENST00000378966	SPERT	1842	417	1655	219	330	4
ENST00000378805	LRRC63	1864	346	1864	317	464	3
ENST00000446175	LRRC63	2114	351	2114	322	469	3
ENST00000298125	WDFY2	9321	181	1383	45	411	3
ENST00000613797	BORA	3034	148	2052	29	203	7
ENST00000377047	GPC6	6467	616	2283	606	867	2
ENST00000376873	CLDN10	2656	231	911	173	311	3
ENST00000397601	MBNL2	4487	731	1816	545	659	6
ENST00000343600	MBNL2	4596	841	1926	655	769	6
ENST00000469707	MBNL2	2574	782	1549	596	710	6
ENST00000345429	MBNL2	4669	782	1885	596	710	6
ENST00000376673	MBNL2	4632	841	1962	655	769	6
ENST00000423847	TMTC4	639	478	639	339	432	11
ENST00000467053	ARHGEF7	691	508	691	10	133	19
ENST00000434316	TMCO3	3050	360	2393	134	284	11
ENST00000375391	TMCO3	2132	312	1556	86	236	11
ENST00000474393	TMCO3	2843	259	1833	33	183	11
ENST00000557068	RNASE9	2703	1727	2344	152	263	11
ENST00000555230	RNASE9	2668	1692	2309	117	228	11
ENST00000557068	RNASE9	2703	1727	2344	1244	1409	11
ENST00000555230	RNASE9	2668	1692	2309	1209	1374	11
ENST00000430246	HNRNPC	4501	2953	3834	2696	2915	33
ENST00000542041	ABHD4	465	195	465	17	107	10
ENST00000554758	SLC7A7	720	227	720	38	131	21
ENST00000397528	SLC7A7	2098	243	1778	60	153	21
ENST00000397377	C14ORF93	1776	630	1706	23	152	21
ENST00000299088	C14ORF93	3354	431	2047	52	181	21
ENST00000341470	C14ORF93	2221	412	1908	33	162	21
ENST00000351354	EFS	2704	728	2134	493	640	3
ENST00000216733	EFS	3118	609	2294	374	521	3
ENST00000429593	EFS	2610	609	1787	374	521	3
ENST00000557630	THTPA	581	214	581	61	208	8
ENST00000404535	THTPA	1779	353	1045	190	337	8
ENST00000288014	THTPA	2860	737	1429	175	322	8
ENST00000553756	AP1G2	656	193	399	101	212	34
ENST00000534993	DHRS4L2	1450	635	907	1	457	11
ENST00000558859	CPNE6	590	513	590	230	341	19
ENST00000559123	PSME1	1033	618	890	184	274	10
ENST00000313071	FOXG1	4890	1893	3362	1718	1913	8
ENST00000555814	ARHGAP5	583	473	583	225	381	11
ENST00000557354	AKAP6	5259	100	3327	63	165	15
ENST00000557272	AKAP6	4601	44	3781	7	109	15
ENST00000280979	AKAP6	15006	171	7130	134	236	15
ENST00000267377	SSTR1	4295	618	1793	222	333	1
ENST00000554273	MAP4K5	484	318	484	9	312	10
ENST00000245451	BMP4	1917	395	1621	134	314	9
ENST00000631086	SAMD4A	6677	1269	2306	817	1039	13
ENST00000395116	GPR135	4578	117	1601	86	470	2
ENST00000481661	GPR135	2540	116	1600	85	469	2
ENST00000358599	ESR2	1899	306	1793	2	137	13
ENST00000554015	ZBTB1	2825	432	2573	333	426	6
ENST00000557237	MPP5	479	466	479	163	316	7
ENST00000556605	SLC39A9	2065	681	1379	1	133	11
ENST00000358550	SIPA1L1	6539	951	6299	16	118	18
ENST00000553813	PTGR2	1351	296	949	8	134	7
ENST00000555389	ZDHHC22	545	217	545	50	152	3
ENST00000312350	KCNK10	2396	123	1754	106	295	4
ENST00000518868	C14ORF159	3075	691	2556	439	661	35
ENST00000523771	C14ORF159	2976	604	2454	393	546	35
ENST00000555462	PPP4R3A	3236	832	2616	120	219	12
ENST00000554390	PPP4R3A	2953	834	2953	122	221	12
ENST00000334869	LGMN	2055	244	1545	3	114	19
ENST00000256339	UNC79	8400	656	8032	100	256	6
ENST00000557000	FAM181A	1652	330	1208	176	347	5
ENST00000315988	ASB2	2743	490	2253	123	297	10
ENST00000555819	IFI27	275	155	275	54	144	15
ENST00000616764	IFI27	716	177	545	76	166	15
ENST00000556881	SERPINA12	1497	224	1468	86	179	2
ENST00000331334	GLRX5	1564	498	971	395	800	3
ENST00000359933	ATG2B	13684	895	7131	553	757	7
ENST00000554912	SLC25A29	5169	3289	4002	1907	2009	20
ENST00000560763	EIF5	723	570	723	340	634	21
ENST00000216554	EIF5	5945	677	1972	447	741	21
ENST00000392715	EIF5	3417	534	1829	278	368	21
ENST00000556980	XRCC3	801	464	801	319	514	18
ENST00000555055	XRCC3	2584	364	1404	219	414	18
ENST00000352127	XRCC3	2563	342	1382	197	392	18
ENST00000553264	XRCC3	3018	798	1838	653	848	18
ENST00000554170	XRCC3	572	437	572	292	487	18
ENST00000553361	XRCC3	746	297	746	152	347	18
ENST00000557439	XRCC3	2599	378	830	233	428	18
ENST00000553332	XRCC3	560	418	560	273	468	18
ENST00000617571	INF2	2956	2528	2956	1315	1546	9
ENST00000549990	GPR132	1092	1063	1092	553	754	6
ENST00000539291	GPR132	2779	1003	2145	493	694	6
ENST00000329797	GPR132	3660	913	2055	403	604	6
ENST00000398014	NIPA2	3130	511	1593	142	316	10
ENST00000337451	NIPA2	3233	614	1696	123	297	10
ENST00000398014	NIPA2	3130	511	1593	316	424	10
ENST00000560039	NIPA2	554	378	554	93	249	10
ENST00000562729	CHRFAM7A	573	261	573	233	347	7
ENST00000299847	CHRFAM7A	6220	455	1693	427	541	7
ENST00000438749	NUTM1	3922	224	3676	156	252	4
ENST00000537011	NUTM1	4102	383	3865	251	347	4
ENST00000614490	NUTM1	4196	552	3950	251	347	4
ENST00000617710	LPCAT4	1719	463	1518	25	229	10
ENST00000290374	GJD2	2889	478	1443	468	621	1
ENST00000340545	MEIS2	3056	436	1581	152	374	27
ENST00000558313	MEIS2	1088	618	1088	132	354	27
ENST00000338564	MEIS2	4829	448	1860	58	280	27
ENST00000397620	MEIS2	2295	726	1646	49	208	27
ENST00000424352	MEIS2	2917	1065	2270	48	153	27
ENST00000424352	MEIS2	2917	1065	2270	73	187	27
ENST00000319669	TMCO5A	1274	103	969	50	152	8
ENST00000560653	TMCO5A	1072	142	714	89	191	8
ENST00000558158	TMCO5A	2894	155	727	102	204	8
ENST00000559502	TMCO5A	1939	172	858	119	221	8
ENST00000560841	TMCO5A	579	368	579	315	417	8
ENST00000558625	TMCO5A	839	407	839	354	456	8
ENST00000543580	AC023908.1	1413	1	1413	8	113	1
ENST00000560346	PAK6	4020	584	2629	82	184	17
ENST00000455577	PAK6	4215	913	2823	411	513	17
ENST00000260404	PAK6	3865	427	2472	105	249	17
ENST00000638170	None	None	None	None	93	201	0
ENST00000616814	INO80	4272	3694	4272	229	412	11
ENST00000616814	INO80	4272	3694	4272	2851	2947	11
ENST00000616814	INO80	4272	3694	4272	898	1024	11
ENST00000561871	GANC	940	912	940	764	902	13
ENST00000570013	GANC	775	219	332	71	209	13
ENST00000562859	GANC	1052	632	1052	484	622	13
ENST00000562170	GANC	676	474	676	326	464	13
ENST00000440615	GANC	1437	241	1089	93	231	13
ENST00000567784	GANC	535	239	352	91	229	13
ENST00000566442	GANC	2512	702	1775	554	692	13
ENST00000318010	GANC	7781	241	2985	93	231	13
ENST00000249647	SNAP23	2687	469	1104	19	463	23
ENST00000541030	STRC	5305	2188	5196	2060	2183	13
ENST00000541030	STRC	5305	2188	5196	821	1046	13
ENST00000541030	STRC	5305	2188	5196	951	1137	13
ENST00000355997	SEMA6D	5908	440	2233	260	407	17
ENST00000389425	SEMA6D	2318	468	1898	288	435	17
ENST00000389428	SEMA6D	5874	440	3436	260	407	17
ENST00000354744	SEMA6D	5931	440	3493	260	407	17
ENST00000358066	SEMA6D	5913	440	3475	260	407	17
ENST00000316364	SEMA6D	6099	440	3661	260	407	17
ENST00000331200	DUT	2147	94	852	5	98	11
ENST00000558591	CEP152	588	384	588	286	394	10
ENST00000313478	TRPM7	10400	283	5880	99	489	9
ENST00000646667	None	None	None	None	81	471	0
ENST00000560955	TRPM7	7218	239	5833	55	445	9
ENST00000542355	SCG3	2163	908	1618	690	792	3
ENST00000561543	FAM214A	931	647	931	501	645	16
ENST00000164305	PIGB	2172	292	1956	234	549	12
ENST00000559237	ZNF280D	4902	685	3585	300	648	17
ENST00000567671	RAB11A	635	391	635	368	503	9
ENST00000530615	DIS3L	792	501	792	294	390	14
ENST00000395463	CALML4	1445	674	856	435	555	8
ENST00000540479	CALML4	4603	932	1294	496	616	8
ENST00000395465	CALML4	4155	704	883	465	585	8
ENST00000543950	CORO2B	3611	355	1782	288	381	4
ENST00000559191	TLE3	1575	253	1314	239	353	26
ENST00000621736	NR2E3	2032	489	1457	400	541	4
ENST00000566885	MYO9A	5111	639	4544	421	610	21
ENST00000261917	HCN4	7228	995	4606	322	421	1
ENST00000616000	STRA6	2843	229	2232	39	309	22
ENST00000565345	SCAMP2	790	511	790	504	684	12
ENST00000563786	MPI	1707	182	1393	168	336	24
ENST00000562606	MPI	1052	56	1015	42	210	24
ENST00000564633	MPI	583	64	583	50	218	24
ENST00000567570	MPI	857	500	857	486	654	24
ENST00000569931	MPI	969	104	969	90	258	24
ENST00000564784	NEIL1	2019	630	1802	382	505	24
ENST00000569506	NEIL1	593	348	593	23	146	24
ENST00000569817	SNUPN	1023	395	1023	246	408	11
ENST00000394907	NRG4	1159	183	530	42	165	16
ENST00000563204	NRG4	610	161	433	20	143	16
ENST00000559244	MORF4L1	582	408	582	308	464	23
ENST00000558502	MORF4L1	855	138	845	38	194	23
ENST00000559345	MORF4L1	1468	439	1146	339	495	23
ENST00000558830	MORF4L1	616	261	616	161	317	23
ENST00000559690	MORF4L1	680	342	680	242	398	23
ENST00000559930	MORF4L1	678	457	678	357	513	23
ENST00000559158	MORF4L1	793	325	793	225	381	23
ENST00000394745	RASGRF1	2850	1179	2648	1165	1342	9
ENST00000267984	MESDC1	4845	1329	2417	318	468	1
ENST00000450735	HOMER2	1950	187	1218	101	353	10
ENST00000304231	HOMER2	1990	194	1258	108	360	10
ENST00000560676	AKAP13	3297	397	3297	11	110	25
ENST00000559204	GDPGP1	850	209	850	91	190	5
ENST00000558017	GDPGP1	5323	421	1578	303	402	5
ENST00000555598	RGMA	547	278	547	54	144	12
ENST00000543599	RGMA	3174	278	1582	54	144	12
ENST00000425933	RGMA	3078	182	1486	97	301	12
ENST00000558898	IGF1R	1034	398	1034	255	381	17
ENST00000535714	PGPEP1L	1483	807	1235	224	386	3
ENST00000314742	LINS1	4821	224	2497	9	144	14
ENST00000559000	ZNF280D	4726	1801	4044	510	810	17
ENST00000397817	MPG	1039	120	965	29	149	5
ENST00000436333	MPG	884	132	884	41	161	5
ENST00000293897	SSTR5	1362	89	1183	1	163	1
ENST00000328540	BRICD5	1913	1118	1804	36	339	4
ENST00000565903	PRSS27	1297	392	514	42	396	5
ENST00000562249	PRSS27	1363	392	514	42	396	5
ENST00000445369	CLDN9	2050	908	1561	254	605	1
ENST00000396846	ZSCAN32	3173	309	2402	169	304	15
ENST00000618425	ZSCAN32	2788	791	2017	169	304	15
ENST00000574940	ZSCAN32	2180	189	1472	49	184	15
ENST00000396852	ZSCAN32	3169	309	2402	169	304	15
ENST00000576500	ZSCAN32	2441	239	799	99	234	15
ENST00000304926	ZSCAN32	3027	803	2260	143	278	15
ENST00000573327	ZSCAN32	1482	208	1482	68	203	15
ENST00000573719	ZSCAN32	841	189	841	49	184	15
ENST00000571906	ZSCAN32	906	220	906	80	215	15
ENST00000294008	SLX4	7307	642	6146	63	231	3
ENST00000246949	DNASE1	4200	3210	4058	2553	2964	14
ENST00000246949	DNASE1	4200	3210	4058	2215	2359	14
ENST00000283429	NMRAL1	1376	377	1276	61	328	18
ENST00000592772	PPL	3615	270	3615	226	328	6
ENST00000562843	CARHSP1	843	303	587	78	231	20
ENST00000396593	CARHSP1	3026	361	804	136	289	20
ENST00000409790	CLEC16A	6891	231	3392	72	204	12
ENST00000571277	LITAF	587	469	587	75	213	21
ENST00000574995	ZC3H7A	532	351	532	171	261	17
ENST00000572781	ZC3H7A	564	355	564	175	265	17
ENST00000576018	ZC3H7A	575	344	575	164	254	17
ENST00000438167	PLA2G10	1000	441	938	61	310	2
