transcript	gene	length	cds_start	cds_stop	orf_start	orf_stop	tx_count_for_gene
ENST00000309955	CFLAR	14672	516	1958	8899	9019	25
ENST00000309955	CFLAR	14672	516	1958	2642	2786	25
ENST00000309955	CFLAR	14672	516	1958	7001	7328	25
ENST00000340870	CFLAR	963	1	963	690	858	25
ENST00000341582	CFLAR	2056	413	1750	1339	1507	25
ENST00000479953	CFLAR	1230	53	1153	796	964	25
ENST00000443227	CFLAR	1679	336	1490	1079	1247	25
ENST00000423241	CFLAR	2128	549	1991	1580	1748	25
ENST00000457277	CFLAR	1868	1	1389	1032	1200	25
ENST00000474842	CFLAR	1091	None	None	680	848	25
ENST00000309955	CFLAR	14672	516	1958	1547	1715	25
ENST00000457277	CFLAR	1868	1	1389	1682	1778	25
ENST00000395148	CFLAR	4415	213	965	934	1111	25
ENST00000332624	TRAK2	6510	430	3174	1595	1742	5
ENST00000332624	TRAK2	6510	430	3174	5525	5657	5
ENST00000332624	TRAK2	6510	430	3174	3692	3803	5
ENST00000332624	TRAK2	6510	430	3174	4422	4551	5
ENST00000439140	ALS2CR11	5512	46	5508	4160	4274	5
ENST00000409883	TMEM237	5415	118	1344	3148	3259	13
ENST00000495329	TMEM237	4435	None	None	2170	2281	13
ENST00000409444	TMEM237	5592	319	1521	3325	3436	13
ENST00000416471	ENO1P4	1785	None	None	980	1091	1
ENST00000264276	ALS2	6644	374	5347	5979	6096	12
ENST00000260967	CDK15	1635	204	1358	1477	1585	9
ENST00000450471	CDK15	3659	87	1376	1495	1603	9
ENST00000410091	CDK15	1780	350	1504	1623	1731	9
ENST00000450471	CDK15	3659	87	1376	3130	3328	9
ENST00000409515	KIAA2012	2405	None	None	3	105	5
ENST00000459709	KIAA2012	2138	340	2138	3	105	5
ENST00000638587	None	None	None	None	1511	1622	0
ENST00000374580	BMPR2	11461	540	3656	2119	2230	3
ENST00000374574	BMPR2	9683	42	1634	3596	3701	3
ENST00000374580	BMPR2	11461	540	3656	5374	5479	3
ENST00000374574	BMPR2	9683	42	1634	2666	2873	3
ENST00000374580	BMPR2	11461	540	3656	4444	4651	3
ENST00000374580	BMPR2	11461	540	3656	7994	8087	3
ENST00000374574	BMPR2	9683	42	1634	6216	6309	3
ENST00000392238	FAM117B	5763	1	1770	4959	5109	2
ENST00000392238	FAM117B	5763	1	1770	5114	5252	2
ENST00000438828	CARF	3574	832	3009	395	545	20
ENST00000449802	NBEAL1	10938	334	8418	3075	3258	10
ENST00000261018	ABI2	6638	277	1818	4277	4409	24
ENST00000295851	ABI2	22209	297	1838	4297	4429	24
ENST00000261016	ABI2	6634	642	1814	4273	4405	24
ENST00000261017	ABI2	6484	236	1663	4122	4254	24
ENST00000295851	ABI2	22209	297	1838	6232	6391	24
ENST00000261018	ABI2	6638	277	1818	6212	6371	24
ENST00000261017	ABI2	6484	236	1663	6057	6216	24
ENST00000261016	ABI2	6634	642	1814	6208	6367	24
ENST00000319170	RAPH1	9808	301	4053	1370	1484	13
ENST00000419464	RAPH1	1779	1	1779	1070	1184	13
ENST00000439222	RAPH1	1854	1	1854	1145	1259	13
ENST00000630330	RAPH1	4134	226	4134	1451	1565	13
ENST00000308091	RAPH1	2768	226	2160	1451	1565	13
ENST00000374493	RAPH1	3909	1	3909	1226	1340	13
ENST00000457812	RAPH1	2673	153	1937	1222	1336	13
ENST00000418114	RAPH1	1794	1	1794	1070	1184	13
ENST00000453034	RAPH1	2394	226	2175	1451	1565	13
ENST00000423104	RAPH1	1860	1	1860	1151	1265	13
ENST00000374493	RAPH1	3909	1	3909	593	683	13
ENST00000419464	RAPH1	1779	1	1779	593	683	13
ENST00000308091	RAPH1	2768	226	2160	818	908	13
ENST00000453034	RAPH1	2394	226	2175	818	908	13
ENST00000630330	RAPH1	4134	226	4134	818	908	13
ENST00000423104	RAPH1	1860	1	1860	593	683	13
ENST00000439222	RAPH1	1854	1	1854	593	683	13
ENST00000319170	RAPH1	9808	301	4053	893	983	13
ENST00000457812	RAPH1	2673	153	1937	745	835	13
ENST00000418114	RAPH1	1794	1	1794	593	683	13
ENST00000319170	RAPH1	9808	301	4053	9599	9800	13
ENST00000319170	RAPH1	9808	301	4053	7074	7215	13
ENST00000308091	RAPH1	2768	226	2160	2212	2368	13
ENST00000308091	RAPH1	2768	226	2160	2175	2277	13
ENST00000302823	CTLA4	1977	158	829	1078	1201	5
ENST00000648405	None	None	None	None	1093	1216	0
ENST00000435193	ICOS	2528	36	542	103	205	2
ENST00000316386	ICOS	2645	68	667	135	237	2
ENST00000489565	PARD3B	478	None	None	330	456	14
ENST00000614500	PARD3B	7538	1	3189	534	660	14
ENST00000349953	PARD3B	3315	1	3315	756	882	14
ENST00000613457	PARD3B	7559	1	3210	534	660	14
ENST00000351153	PARD3B	3411	1	3411	756	882	14
ENST00000622699	PARD3B	7442	1	3093	534	660	14
ENST00000406610	PARD3B	8174	208	3825	963	1089	14
ENST00000462231	PARD3B	2968	161	2968	916	1042	14
ENST00000358768	PARD3B	3432	1	3432	756	882	14
ENST00000614500	PARD3B	7538	1	3189	3741	3834	14
ENST00000613457	PARD3B	7559	1	3210	3762	3855	14
ENST00000622699	PARD3B	7442	1	3093	3645	3738	14
ENST00000406610	PARD3B	8174	208	3825	4377	4470	14
ENST00000403263	INO80D	14136	406	3489	10867	11041	3
ENST00000403263	INO80D	14136	406	3489	7405	7516	3
ENST00000403263	INO80D	14136	406	3489	8878	8974	3
ENST00000403263	INO80D	14136	406	3489	410	698	3
ENST00000403263	INO80D	14136	406	3489	2273	2393	3
ENST00000403263	INO80D	14136	406	3489	13712	13835	3
ENST00000424117	INO80D	1664	348	1664	1498	1588	3
ENST00000403263	INO80D	14136	406	3489	1871	1961	3
ENST00000403263	INO80D	14136	406	3489	12146	12257	3
ENST00000403263	INO80D	14136	406	3489	7746	7857	3
ENST00000411719	GPR1	603	383	603	64	184	10
ENST00000407325	GPR1	2295	364	1431	41	161	10
ENST00000612892	GPR1	2565	638	1705	64	184	10
ENST00000649441	None	None	None	None	978	1158	0
ENST00000649289	None	None	None	None	994	1174	0
ENST00000649525	None	None	None	None	770	950	0
ENST00000649998	None	None	None	None	706	886	0
ENST00000648361	None	None	None	None	786	966	0
ENST00000611847	ZDBF2	9890	1	7059	548	728	2
ENST00000649650	None	None	None	None	958	1138	0
ENST00000649285	None	None	None	None	873	1053	0
ENST00000650097	None	None	None	None	871	1051	0
ENST00000374423	ZDBF2	10286	387	7451	940	1120	2
ENST00000264377	ADAM23	6330	329	2827	4168	4546	3
ENST00000264377	ADAM23	6330	329	2827	3374	3476	3
ENST00000264377	ADAM23	6330	329	2827	5151	5259	3
ENST00000452335	DYTN	2051	118	1854	1221	1320	2
ENST00000644951	None	None	None	None	1461	1560	0
ENST00000432911	MDH1B	1874	24	875	172	322	6
ENST00000449792	MDH1B	1757	237	1499	91	241	6
ENST00000374412	MDH1B	2553	277	1833	425	575	6
ENST00000454776	MDH1B	1795	16	1569	164	314	6
ENST00000436472	MDH1B	911	37	438	185	335	6
ENST00000471988	MDH1B	722	None	None	179	329	6
ENST00000412414	KLF7	7954	54	878	4426	4645	10
ENST00000309446	KLF7	8362	378	1286	4834	5053	10
ENST00000309446	KLF7	8362	378	1286	4136	4349	10
ENST00000412414	KLF7	7954	54	878	3728	3941	10
ENST00000309446	KLF7	8362	378	1286	6206	6302	10
ENST00000412414	KLF7	7954	54	878	5798	5894	10
ENST00000457101	CREB1	430	37	430	332	422	17
ENST00000448277	CREB1	829	75	829	328	418	17
ENST00000421139	CREB1	713	202	713	455	545	17
ENST00000445803	CREB1	651	105	651	520	610	17
ENST00000430624	CREB1	2005	291	1274	664	754	17
ENST00000432329	CREB1	7650	252	1277	667	757	17
ENST00000480189	CREB1	569	None	None	394	484	17
ENST00000353267	CREB1	7588	232	1215	605	695	17
ENST00000418081	CREB1	893	1	545	214	304	17
ENST00000353267	CREB1	7588	232	1215	3459	3555	17
ENST00000432329	CREB1	7650	252	1277	3521	3617	17
ENST00000451164	CREB1	813	None	None	359	455	17
ENST00000432329	CREB1	7650	252	1277	2462	2573	17
ENST00000353267	CREB1	7588	232	1215	2400	2511	17
ENST00000353267	CREB1	7588	232	1215	6172	6316	17
ENST00000432329	CREB1	7650	252	1277	6234	6378	17
ENST00000432329	CREB1	7650	252	1277	3594	3807	17
ENST00000353267	CREB1	7588	232	1215	3532	3745	17
ENST00000451164	CREB1	813	None	None	432	645	17
ENST00000421139	CREB1	713	202	713	260	395	17
ENST00000494094	CREB1	580	None	None	250	385	17
ENST00000353267	CREB1	7588	232	1215	410	545	17
ENST00000430624	CREB1	2005	291	1274	469	604	17
ENST00000448277	CREB1	829	75	829	133	268	17
ENST00000480189	CREB1	569	None	None	199	334	17
ENST00000464407	CREB1	920	None	None	150	285	17
ENST00000339882	CCNYL1	2619	147	1073	181	277	8
ENST00000420822	CCNYL1	952	250	555	284	380	8
ENST00000295414	CCNYL1	3767	212	1291	246	342	8
ENST00000295417	FZD5	6708	555	2312	4969	5284	1
ENST00000295417	FZD5	6708	555	2312	5974	6124	1
ENST00000427836	PLEKHM3	9807	491	2776	2632	2848	4
ENST00000427836	PLEKHM3	9807	491	2776	4707	4800	4
ENST00000447645	PLEKHM3	1915	1	1408	828	918	4
ENST00000427836	PLEKHM3	9807	491	2776	2064	2154	4
ENST00000457206	PLEKHM3	3689	429	2447	2002	2092	4
ENST00000427836	PLEKHM3	9807	491	2776	8172	8289	4
ENST00000457206	PLEKHM3	3689	429	2447	1417	1543	4
ENST00000447645	PLEKHM3	1915	1	1408	243	369	4
ENST00000427836	PLEKHM3	9807	491	2776	1479	1605	4
ENST00000451346	C2ORF80	979	3	527	104	194	7
ENST00000423952	C2ORF80	460	210	460	107	197	7
ENST00000428015	C2ORF80	748	1	385	13	103	7
ENST00000341287	C2ORF80	1238	197	778	355	445	7
ENST00000453017	C2ORF80	722	19	393	177	267	7
ENST00000415913	IDH1	2441	383	1627	1038	1161	9
ENST00000345146	IDH1	2382	286	1530	941	1064	9
ENST00000446179	IDH1	2298	207	1451	862	985	9
ENST00000446179	IDH1	2298	207	1451	1639	1753	9
ENST00000415913	IDH1	2441	383	1627	1815	1929	9
ENST00000484575	IDH1	1044	None	None	895	1009	9
ENST00000345146	IDH1	2382	286	1530	1718	1832	9
ENST00000264380	PIKFYVE	9901	159	6455	7026	7122	9
ENST00000392202	PIKFYVE	2039	159	1514	1565	1682	9
ENST00000392194	MAP2	5303	167	1582	4427	4535	16
ENST00000360351	MAP2	9711	507	5990	8835	8943	16
ENST00000447185	MAP2	5472	1	5472	1796	2033	16
ENST00000360351	MAP2	9711	507	5990	2314	2551	16
ENST00000272845	UNC80	13440	35	9739	1485	1587	8
ENST00000439458	UNC80	13562	81	9857	1531	1633	8
ENST00000272845	UNC80	13440	35	9739	12019	12136	8
ENST00000439458	UNC80	13562	81	9857	12137	12254	8
ENST00000439458	UNC80	13562	81	9857	12354	12459	8
ENST00000272845	UNC80	13440	35	9739	12236	12341	8
ENST00000418791	KANSL1L	3562	209	3046	2722	2857	11
ENST00000281772	KANSL1L	4754	265	3228	2904	3039	11
ENST00000634716	KANSL1L	547	1	211	396	531	11
ENST00000453904	KANSL1L	3640	None	None	806	902	11
ENST00000418791	KANSL1L	3562	209	3046	552	648	11
ENST00000452086	KANSL1L	2334	209	2326	552	648	11
ENST00000457374	KANSL1L	2264	139	2256	482	578	11
ENST00000281772	KANSL1L	4754	265	3228	608	704	11
ENST00000443314	LANCL1	4781	344	1543	2925	3081	8
ENST00000441020	LANCL1	4503	66	1265	2647	2803	8
ENST00000450366	LANCL1	4602	165	1364	2746	2902	8
ENST00000430249	CPS1	5698	56	4576	3217	3334	12
ENST00000233072	CPS1	5821	197	4699	3340	3457	12
ENST00000451903	CPS1	4770	499	3648	2289	2406	12
ENST00000436443	ERBB4	12084	312	4190	3364	3718	9
ENST00000402597	ERBB4	11699	1	3801	2975	3329	9
ENST00000260943	ERBB4	2194	1	2194	1615	1879	9
ENST00000436443	ERBB4	12084	312	4190	4471	4615	9
ENST00000342788	ERBB4	12136	312	4238	4519	4663	9
ENST00000402597	ERBB4	11699	1	3801	4082	4226	9
ENST00000457361	IKZF2	9350	446	1681	4241	4415	14
ENST00000451136	IKZF2	9344	446	1675	4235	4409	14
ENST00000452556	SPAG16	4751	30	224	605	719	12
ENST00000406979	SPAG16	2352	96	269	1085	1199	12
ENST00000331683	SPAG16	2177	96	1991	910	1024	12
ENST00000272898	SPAG16	1059	106	1059	920	1034	12
ENST00000447990	SPAG16	1330	4	1128	818	932	12
ENST00000406979	SPAG16	2352	96	269	1424	1562	12
ENST00000331683	SPAG16	2177	96	1991	1249	1387	12
ENST00000452556	SPAG16	4751	30	224	944	1082	12
ENST00000427124	VWC2L	4480	803	1222	939	1044	3
ENST00000477752	VWC2L	1800	None	None	927	1032	3
ENST00000312504	VWC2L	4610	803	1471	939	1044	3
ENST00000613374	BARD1	4096	143	1066	2451	2574	14
ENST00000260947	BARD1	5499	136	2469	3854	3977	14
ENST00000613706	BARD1	4153	143	1123	2508	2631	14
ENST00000619009	BARD1	3967	143	937	2322	2445	14
ENST00000617164	BARD1	5449	143	2419	3804	3927	14
ENST00000619009	BARD1	3967	143	937	555	744	14
ENST00000613706	BARD1	4153	143	1123	741	930	14
ENST00000455743	BARD1	2261	105	335	1907	2096	14
ENST00000471590	BARD1	921	None	None	287	476	14
ENST00000620057	BARD1	1456	74	457	1075	1264	14
ENST00000617164	BARD1	5449	143	2419	2037	2226	14
ENST00000613192	BARD1	703	200	703	321	510	14
ENST00000613374	BARD1	4096	143	1066	684	873	14
ENST00000260947	BARD1	5499	136	2469	2087	2276	14
ENST00000389661	ABCA12	7005	160	6993	5441	5606	3
ENST00000272895	ABCA12	9100	221	8008	6456	6621	3
ENST00000421182	FN1	8103	266	6988	3996	4152	27
ENST00000356005	FN1	7846	267	7157	3997	4153	27
ENST00000446046	FN1	7952	267	7259	3997	4153	27
ENST00000336916	FN1	8435	267	7334	3997	4153	27
ENST00000443816	FN1	7762	272	7069	4002	4158	27
ENST00000359671	FN1	8524	267	7427	3997	4153	27
ENST00000357867	FN1	7898	267	6797	3997	4153	27
ENST00000357867	FN1	7898	267	6797	4822	4918	27
ENST00000356005	FN1	7846	267	7157	4822	4918	27
ENST00000443816	FN1	7762	272	7069	4827	4923	27
ENST00000456923	FN1	3720	1	3312	977	1073	27
ENST00000323926	FN1	8708	267	7607	5095	5191	27
ENST00000359671	FN1	8524	267	7427	4822	4918	27
ENST00000446046	FN1	7952	267	7259	4822	4918	27
ENST00000336916	FN1	8435	267	7334	4822	4918	27
ENST00000432072	FN1	7759	266	7069	5094	5190	27
ENST00000354785	FN1	8905	371	7804	5199	5295	27
ENST00000492816	FN1	9171	None	None	3342	3438	27
ENST00000421182	FN1	8103	266	6988	4821	4917	27
ENST00000485567	FN1	584	None	None	107	242	27
ENST00000443816	FN1	7762	272	7069	6018	6153	27
ENST00000354785	FN1	8905	371	7804	6660	6795	27
ENST00000456923	FN1	3720	1	3312	2168	2303	27
ENST00000492816	FN1	9171	None	None	7427	7562	27
ENST00000336916	FN1	8435	267	7334	6283	6418	27
ENST00000461974	FN1	571	None	None	150	285	27
ENST00000356005	FN1	7846	267	7157	6013	6148	27
ENST00000359671	FN1	8524	267	7427	6283	6418	27
ENST00000323926	FN1	8708	267	7607	6556	6691	27
ENST00000442122	PECR	1100	50	523	531	633	8
ENST00000265322	PECR	1853	76	987	639	741	8
ENST00000461330	PECR	812	None	None	445	547	8
ENST00000392132	XRCC5	3428	141	2339	1540	1690	10
ENST00000392133	XRCC5	3761	462	2660	1861	2011	10
ENST00000460284	XRCC5	2962	None	None	1942	2092	10
ENST00000392133	XRCC5	3761	462	2660	160	451	10
ENST00000273067	MARCH4	4447	1768	3000	873	1032	1
ENST00000358207	SMARCAL1	3056	152	3016	351	570	13
ENST00000430374	SMARCAL1	722	286	722	485	704	13
ENST00000357276	SMARCAL1	3271	331	3195	530	749	13
ENST00000444508	SMARCAL1	711	321	711	189	285	13
ENST00000233809	IGFBP2	1439	130	1107	863	959	5
ENST00000436812	IGFBP2	751	1	297	202	298	5
ENST00000456764	IGFBP2	846	120	665	421	517	5
ENST00000490362	IGFBP2	4414	None	None	317	491	5
ENST00000233809	IGFBP2	1439	130	1107	351	525	5
ENST00000233813	IGFBP5	6215	751	1569	3076	3274	3
ENST00000233813	IGFBP5	6215	751	1569	4409	4580	3
ENST00000233813	IGFBP5	6215	751	1569	2996	3113	3
ENST00000233813	IGFBP5	6215	751	1569	5921	6074	3
ENST00000171887	TNS1	10331	454	5661	2117	2219	21
ENST00000446903	TNS1	2464	124	2464	2162	2264	21
ENST00000646520	None	None	None	None	2328	2430	0
ENST00000479185	TNS1	2513	None	None	2391	2493	21
ENST00000615025	TNS1	6488	1378	5475	1994	2096	21
ENST00000430930	TNS1	5900	163	5307	1826	1928	21
ENST00000611415	TNS1	6509	331	5496	1994	2096	21
ENST00000419504	TNS1	5921	163	5328	1826	1928	21
ENST00000171887	TNS1	10331	454	5661	8207	8300	21
ENST00000646520	None	None	None	None	8355	8448	0
ENST00000646520	None	None	None	None	9716	9821	0
ENST00000171887	TNS1	10331	454	5661	9568	9673	21
ENST00000480164	RUFY4	565	None	None	63	213	10
ENST00000457754	RUFY4	3568	1433	1951	816	966	10
ENST00000318507	CXCR2	2879	428	1510	1609	1714	7
ENST00000475678	AAMP	2270	None	None	1979	2174	10
ENST00000494720	AAMP	1134	None	None	894	1089	10
ENST00000420660	AAMP	1761	143	1390	1502	1697	10
ENST00000444053	AAMP	1804	93	1400	1512	1707	10
ENST00000489767	AAMP	1833	None	None	1595	1790	10
ENST00000248450	AAMP	1886	172	1476	1588	1783	10
ENST00000258362	PNKD	2991	96	1181	2637	2931	8
ENST00000273077	PNKD	3021	52	1209	2665	2959	8
ENST00000233202	SLC11A1	3852	341	1993	82	199	18
ENST00000468221	SLC11A1	5772	None	None	82	199	18
ENST00000468221	SLC11A1	5772	None	None	4410	4521	18
ENST00000354352	SLC11A1	2136	122	613	1478	1589	18
ENST00000465984	SLC11A1	2548	None	None	1759	1870	18
ENST00000233202	SLC11A1	3852	341	1993	1623	1734	18
ENST00000248444	VIL1	6531	89	2572	1353	2046	5
ENST00000392114	VIL1	1968	230	1780	561	1254	5
ENST00000258399	USP37	8032	414	3353	5723	5870	11
ENST00000418019	USP37	3353	299	3238	2634	2817	11
ENST00000454775	USP37	5019	418	3357	2753	2936	11
ENST00000258399	USP37	8032	414	3353	2749	2932	11
ENST00000415516	USP37	4516	430	3087	2483	2666	11
ENST00000415516	USP37	4516	430	3087	1271	1514	11
ENST00000418019	USP37	3353	299	3238	1356	1599	11
ENST00000258399	USP37	8032	414	3353	1471	1714	11
ENST00000466523	USP37	593	None	None	194	437	11
ENST00000454775	USP37	5019	418	3357	1475	1718	11
ENST00000454775	USP37	5019	418	3357	3922	4258	11
ENST00000415516	USP37	4516	430	3087	3652	3988	11
ENST00000258399	USP37	8032	414	3353	3918	4254	11
ENST00000478329	USP37	486	None	None	209	305	11
ENST00000542068	CNOT9	3259	248	1147	1253	1448	9
ENST00000418808	CNOT9	907	1	186	393	588	9
ENST00000273064	CNOT9	4079	376	1275	1381	1576	9
ENST00000273064	CNOT9	4079	376	1275	2375	2528	9
ENST00000542068	CNOT9	3259	248	1147	2247	2400	9
ENST00000432688	PLCD4	3225	243	2627	1351	1441	15
ENST00000417849	PLCD4	2738	186	2474	1294	1384	15
ENST00000459791	PLCD4	4350	None	None	2142	2232	15
ENST00000450993	PLCD4	3232	340	2628	1448	1538	15
ENST00000473443	PLCD4	3263	None	None	1144	1234	15
ENST00000449707	ZNF142	5909	423	5486	5670	5769	7
ENST00000411696	ZNF142	5926	445	5508	5692	5791	7
ENST00000411696	ZNF142	5926	445	5508	4196	4634	7
ENST00000450765	ZNF142	6028	649	945	4522	4960	7
ENST00000433921	ZNF142	5800	421	717	4294	4732	7
ENST00000449707	ZNF142	5909	423	5486	4174	4612	7
ENST00000411696	ZNF142	5926	445	5508	1628	1769	7
ENST00000433921	ZNF142	5800	421	717	1726	1867	7
ENST00000449707	ZNF142	5909	423	5486	1606	1747	7
ENST00000450765	ZNF142	6028	649	945	1954	2095	7
ENST00000411696	ZNF142	5926	445	5508	2129	2423	7
ENST00000433921	ZNF142	5800	421	717	2227	2521	7
ENST00000450765	ZNF142	6028	649	945	2455	2749	7
ENST00000449707	ZNF142	5909	423	5486	2107	2401	7
ENST00000449707	ZNF142	5909	423	5486	127	292	7
ENST00000433921	ZNF142	5800	421	717	757	913	7
ENST00000450765	ZNF142	6028	649	945	985	1141	7
ENST00000392109	BCS1L	1583	267	1526	105	228	20
ENST00000295704	RNF25	1914	442	1821	551	962	6
ENST00000258398	TTLL4	4730	104	3703	942	1035	21
ENST00000457313	TTLL4	3723	412	3333	755	848	21
ENST00000392102	TTLL4	4967	341	3940	1179	1272	21
ENST00000442769	TTLL4	3971	260	3667	1098	1191	21
ENST00000442769	TTLL4	3971	260	3667	3378	3582	21
ENST00000472527	TTLL4	544	None	None	141	345	21
ENST00000258398	TTLL4	4730	104	3703	3414	3618	21
ENST00000392102	TTLL4	4967	341	3940	3651	3855	21
ENST00000295728	CRYBA2	893	238	831	611	860	6
ENST00000392096	CRYBA2	708	52	645	425	674	6
ENST00000487181	CRYBA2	437	None	None	155	404	6
ENST00000496566	CRYBA2	566	None	None	284	533	6
ENST00000453220	CFAP65	5877	10	5787	4569	4710	13
ENST00000341552	CFAP65	5953	85	5862	4644	4785	13
ENST00000410037	CFAP65	2703	118	2310	2553	2664	13
ENST00000441968	CFAP65	3416	1678	2493	2736	2847	13
ENST00000463683	CFAP65	3396	None	None	2813	2924	13
ENST00000409865	CFAP65	2769	5	2359	2602	2713	13
ENST00000462848	CFAP65	3442	None	None	2760	2871	13
ENST00000474601	CFAP65	2073	None	None	1393	1504	13
ENST00000295729	CFAP65	2259	125	619	1320	1446	13
ENST00000295731	IHH	2023	1	1236	75	204	1
ENST00000455516	SLC23A3	2048	49	1905	327	471	10
ENST00000409789	CNPPD1	2073	429	1661	550	676	4
ENST00000451647	CNPPD1	919	71	919	192	318	4
ENST00000453038	CNPPD1	1154	230	1154	351	477	4
ENST00000360507	CNPPD1	2060	139	1371	260	386	4
ENST00000409789	CNPPD1	2073	429	1661	832	931	4
ENST00000451647	CNPPD1	919	71	919	555	654	4
ENST00000360507	CNPPD1	2060	139	1371	542	641	4
ENST00000453038	CNPPD1	1154	230	1154	633	732	4
ENST00000430297	FAM134A	4618	137	1768	3913	4303	10
ENST00000452022	FAM134A	729	448	729	581	716	10
ENST00000273048	FAM134A	2533	127	663	793	928	10
ENST00000430297	FAM134A	4618	137	1768	891	1026	10
ENST00000458520	FAM134A	992	491	992	624	759	10
ENST00000436856	ATG9A	893	331	893	500	626	22
ENST00000409033	ATG9A	3701	174	1760	343	469	22
ENST00000466217	ATG9A	594	None	None	311	437	22
ENST00000409618	ATG9A	4025	441	2960	610	736	22
ENST00000396761	ATG9A	3799	213	2732	382	508	22
ENST00000439812	ATG9A	589	197	589	366	492	22
ENST00000409422	ATG9A	2512	176	2512	162	288	22
ENST00000361242	ATG9A	3130	218	2737	387	513	22
ENST00000432520	ATG9A	796	363	796	532	658	22
ENST00000428226	ATG9A	700	192	700	361	487	22
ENST00000457841	ATG9A	699	184	699	353	479	22
ENST00000409618	ATG9A	4025	441	2960	1576	1666	22
ENST00000361242	ATG9A	3130	218	2737	1353	1443	22
ENST00000396761	ATG9A	3799	213	2732	1348	1438	22
ENST00000409033	ATG9A	3701	174	1760	1309	1399	22
ENST00000409422	ATG9A	2512	176	2512	1128	1218	22
ENST00000409618	ATG9A	4025	441	2960	3671	3767	22
ENST00000396761	ATG9A	3799	213	2732	3443	3539	22
ENST00000409033	ATG9A	3701	174	1760	3345	3441	22
ENST00000446716	ATG9A	5245	1	766	1477	1573	22
ENST00000361242	ATG9A	3130	218	2737	1015	1108	22
ENST00000409422	ATG9A	2512	176	2512	790	883	22
ENST00000396761	ATG9A	3799	213	2732	1010	1103	22
ENST00000409618	ATG9A	4025	441	2960	1238	1331	22
ENST00000409033	ATG9A	3701	174	1760	971	1064	22
ENST00000409638	STK16	2868	173	1090	1908	2082	13
ENST00000425551	TUBA4A	565	207	565	221	311	10
ENST00000447205	TUBA4A	648	189	648	152	242	10
ENST00000248437	TUBA4A	2162	175	1521	183	273	10
ENST00000392088	TUBA4A	2499	557	1858	520	610	10
ENST00000427737	TUBA4A	940	400	940	363	453	10
ENST00000475683	TUBA4A	753	None	None	67	157	10
ENST00000462806	TUBA4A	804	None	None	67	157	10
ENST00000456818	TUBA4A	673	79	673	156	246	10
ENST00000392088	TUBA4A	2499	557	1858	1476	1647	10
ENST00000248437	TUBA4A	2162	175	1521	1139	1310	10
ENST00000336576	DNAJB2	3176	289	1263	1043	1346	18
ENST00000477917	DNAJB2	4487	None	None	2359	2662	18
ENST00000473750	DNAJB2	971	None	None	542	845	18
ENST00000425450	DNAJB2	828	145	828	497	746	18
ENST00000463463	DNAJB2	807	None	None	344	593	18
ENST00000473750	DNAJB2	971	None	None	140	389	18
ENST00000392086	DNAJB2	1946	212	1045	564	813	18
ENST00000336576	DNAJB2	3176	289	1263	641	890	18
ENST00000472019	DNAJB2	1419	None	None	96	345	18
ENST00000392086	DNAJB2	1946	212	1045	1103	1295	18
ENST00000477917	DNAJB2	4487	None	None	3647	3839	18
ENST00000472019	DNAJB2	1419	None	None	635	827	18
ENST00000336576	DNAJB2	3176	289	1263	2331	2523	18
ENST00000423636	PTPRN	3313	259	2928	3099	3264	19
ENST00000443981	PTPRN	1051	1	413	645	810	19
ENST00000409251	PTPRN	3622	167	3019	3190	3355	19
ENST00000295718	PTPRN	3784	242	3181	3352	3517	19
ENST00000460801	PTPRN	2239	None	None	1809	1974	19
ENST00000462351	PTPRN	5099	None	None	4669	4834	19
ENST00000295718	PTPRN	3784	242	3181	894	1194	19
ENST00000462351	PTPRN	5099	None	None	1127	1427	19
ENST00000423636	PTPRN	3313	259	2928	641	941	19
ENST00000409251	PTPRN	3622	167	3019	819	1119	19
ENST00000423636	PTPRN	3313	259	2928	1475	1580	19
ENST00000462351	PTPRN	5099	None	None	1961	2066	19
ENST00000295718	PTPRN	3784	242	3181	1728	1833	19
ENST00000606213	PTPRN	592	50	208	189	462	19
ENST00000423636	PTPRN	3313	259	2928	32	305	19
ENST00000442029	PTPRN	541	282	541	55	328	19
ENST00000333527	RESP18	795	1	687	11	194	3
ENST00000485813	SPEG	9854	None	None	5977	6154	25
ENST00000312358	SPEG	10782	133	9936	6866	7043	25
ENST00000373883	TMEM198	2218	395	1477	1880	1976	4
ENST00000344458	TMEM198	2393	586	1668	2071	2167	4
ENST00000465149	OBSL1	5380	None	None	4458	4578	15
ENST00000489804	OBSL1	694	None	None	432	552	15
ENST00000404537	OBSL1	5841	58	5748	5618	5738	15
ENST00000462534	OBSL1	662	None	None	426	546	15
ENST00000373876	OBSL1	5503	10	5424	5294	5414	15
ENST00000465149	OBSL1	5380	None	None	2557	2761	15
ENST00000604031	OBSL1	1774	1	1238	208	412	15
ENST00000273063	SLC4A3	4246	215	3994	618	843	9
ENST00000469354	EPHA4	2893	None	None	1469	1559	14
ENST00000281821	EPHA4	6346	43	3003	4924	5014	14
ENST00000281821	EPHA4	6346	43	3003	5626	5728	14
ENST00000469354	EPHA4	2893	None	None	2171	2273	14
ENST00000409854	EPHA4	3454	36	2885	3225	3321	14
ENST00000281821	EPHA4	6346	43	3003	3203	3299	14
ENST00000409938	EPHA4	3363	276	3236	2180	2285	14
ENST00000281821	EPHA4	6346	43	3003	1947	2052	14
ENST00000409854	EPHA4	3454	36	2885	1940	2045	14
